Gene,Non-unique Gene name,Annotation,No. isolates,No. sequences,Avg sequences per isolate,Genome Fragment,Order within Fragment,Accessory Fragment,Accessory Order with Fragment,QC,Min group size nuc,Max group size nuc,Avg group size nuc,G004.fsa,G016.fsa,G073.fsa,G093.fsa,H011.fsa,H130.fsa,L070.fsa,L117.fsa,V002.fsa,V008.fsa,V050.fsa,V116.fsa
group_7320,,IS5 family transposase ISNGR9,2,2,1.0,1,11566,,,,261,261,261.0,,IGIKDAHF_00104,,MPBMMNBG_05277,,,,,,,,
group_7270,,hypothetical protein,2,2,1.0,1,11469,,,,150,150,150.0,BEOABDLH_05484,,,,,AAIMJHFH_08095,,,,,,
group_7269,,hypothetical protein,2,2,1.0,1,11468,,,,150,150,150.0,BEOABDLH_05482,,,,,AAIMJHFH_08093,,,,,,
group_7268,,IS3 family transposase ISKpn11,2,2,1.0,1,11467,,,,312,312,312.0,,,,,,AAIMJHFH_03909,,,,,,FIDFLPKG_00282
group_7267,,IS3 family transposase ISKpn11,2,2,1.0,1,11466,,,,312,312,312.0,,,,,,AAIMJHFH_02114,,,,,,FIDFLPKG_00262
group_7240,,hypothetical protein,2,3,1.5,1,11432,,,,279,729,475.0,BEOABDLH_00040,,,,,AAIMJHFH_00654;AAIMJHFH_06635,,,,,,
group_7195,,hypothetical protein,2,2,1.0,1,11375,,,,90,90,90.0,,,DPGEGJOO_02876,,,,,,FBJECBCC_02900,,,
group_7194,,hypothetical protein,2,2,1.0,1,11374,,,,90,90,90.0,,IGIKDAHF_05007,,,,,,NAIMLHBL_05237,,,,
group_7190,,hypothetical protein,2,2,1.0,1,11370,,,,93,93,93.0,,,,,INCINKBK_06620,,,,,9_refound_195,,
group_7186,,hypothetical protein,2,2,1.0,1,11366,,,,96,96,96.0,,,,,INCINKBK_06643,,,,,DHFEOIJP_06521,,
group_7184,,hypothetical protein,2,2,1.0,1,11364,,,,96,96,96.0,,,,,INCINKBK_00653,,,,,DHFEOIJP_00383,,
group_7181,,hypothetical protein,2,2,1.0,1,11361,,,,96,96,96.0,,IGIKDAHF_02015,,,,,,NAIMLHBL_01857,,,,
group_7178,,hypothetical protein,2,2,1.0,1,11358,,,,99,99,99.0,,,,,INCINKBK_05076,,,,,DHFEOIJP_04799,,
group_7174,,hypothetical protein,2,2,1.0,1,11354,,,,102,102,102.0,,,,,4_refound_100,,,,,DHFEOIJP_00185,,
group_7166,,hypothetical protein,2,2,1.0,1,11346,,,,105,105,105.0,,IGIKDAHF_06159,,,,,,NAIMLHBL_06150,,,,
group_7159,,hypothetical protein,2,2,1.0,1,11339,,,,108,108,108.0,,IGIKDAHF_01688,,,,,,NAIMLHBL_01531,,,,
group_7156,,hypothetical protein,2,2,1.0,1,11336,,,,111,111,111.0,,,,,,,,,,,EGPCAGCP_00949,FIDFLPKG_01213
group_7155,,hypothetical protein,2,2,1.0,1,11335,,,,111,111,111.0,,,,,INCINKBK_00026,,,,,DHFEOIJP_01496,,
group_7148,,hypothetical protein,2,2,1.0,1,11328,,,,114,114,114.0,,IGIKDAHF_01313,,,,,,NAIMLHBL_01150,,,,
group_7141,,hypothetical protein,2,2,1.0,1,11321,,,,117,117,117.0,,IGIKDAHF_00102,,,,,,,,DHFEOIJP_02151,,
group_7140,,hypothetical protein,2,2,1.0,1,11320,,,,117,117,117.0,BEOABDLH_07618,,,,,AAIMJHFH_07941,,,,,,
group_7134,,hypothetical protein,2,2,1.0,1,11314,,,,120,120,120.0,,IGIKDAHF_00943,,,,,,NAIMLHBL_00800,,,,
group_7125,,hypothetical protein,2,2,1.0,1,11304,,,,123,123,123.0,,IGIKDAHF_04323,,,,,,NAIMLHBL_04273,,,,
group_7123,,hypothetical protein,2,2,1.0,1,11302,,,,123,123,123.0,,IGIKDAHF_00737,,,,,,NAIMLHBL_00594,,,,
group_7118,,hypothetical protein,2,2,1.0,1,11297,,,,126,126,126.0,,,,,INCINKBK_05077,,,,,DHFEOIJP_04800,,
group_7114,,hypothetical protein,2,2,1.0,1,11293,,,,126,126,126.0,,,DPGEGJOO_05511,,,,,,FBJECBCC_00061,,,
group_7107,,hypothetical protein,2,2,1.0,1,11286,,,,129,129,129.0,,,DPGEGJOO_02371,,,,,,FBJECBCC_02395,,,
group_7106,,hypothetical protein,2,2,1.0,1,11285,,,,129,129,129.0,,IGIKDAHF_01527,,,,,,NAIMLHBL_01367,,,,
group_7105,,hypothetical protein,2,2,1.0,1,11284,,,,129,129,129.0,BEOABDLH_07641,,,,,5_refound_115,,,,,,
group_7101,,hypothetical protein,2,2,1.0,1,11280,,,,132,132,132.0,,,,MPBMMNBG_02953,,,,NAIMLHBL_02702,,,,
group_7099,,hypothetical protein,2,2,1.0,1,11278,,,,132,132,132.0,,IGIKDAHF_03261,,,,,,NAIMLHBL_03146,,,,
group_7098,,hypothetical protein,2,2,1.0,1,11277,,,,132,132,132.0,BEOABDLH_02552,,,,,,,,,,,FIDFLPKG_02329
group_7077,,hypothetical protein,2,2,1.0,1,11256,,,,138,138,138.0,,,,,,,,,,,EGPCAGCP_00948,FIDFLPKG_01212
group_7074,,hypothetical protein,2,2,1.0,1,11253,,,,138,138,138.0,,,2_refound_48,,,,,,FBJECBCC_01815,,,
group_7069,,hypothetical protein,2,2,1.0,1,11248,,,,138,138,138.0,BEOABDLH_05486,,,,,AAIMJHFH_08091,,,,,,
group_7058,,hypothetical protein,2,2,1.0,1,11235,,,,141,141,141.0,,IGIKDAHF_02573,,,,,,7_refound_145,,,,
group_7054,,hypothetical protein,2,2,1.0,1,11231,,,,144,144,144.0,,,,,INCINKBK_07010,,,,,DHFEOIJP_06893,,
group_7050,,hypothetical protein,2,2,1.0,1,11227,,,,144,144,144.0,,,DPGEGJOO_02375,,,,,,FBJECBCC_02399,,,
group_7049,,hypothetical protein,2,2,1.0,1,11226,,,,144,144,144.0,,IGIKDAHF_04036,,,,,,NAIMLHBL_03915,,,,
group_7048,,hypothetical protein,2,2,1.0,1,11225,,,,144,144,144.0,,IGIKDAHF_03208,,,,,,NAIMLHBL_03092,,,,
group_7023,,hypothetical protein,2,2,1.0,1,11200,,,,150,150,150.0,,,,,INCINKBK_04540,,,,,DHFEOIJP_04289,,
group_7016,,hypothetical protein,2,2,1.0,1,11193,,,,150,150,150.0,BEOABDLH_06418,,,,,,,,,,,FIDFLPKG_06565
group_7005,,hypothetical protein,2,2,1.0,1,11181,,,,153,153,153.0,,,,,INCINKBK_04659,,,,,DHFEOIJP_06097,,
group_7000,,hypothetical protein,2,2,1.0,1,11176,,,,153,153,153.0,,IGIKDAHF_01426,,,,,,NAIMLHBL_01265,,,,
group_6999,,hypothetical protein,2,2,1.0,1,11175,,,,153,153,153.0,,IGIKDAHF_00620,,,,,,NAIMLHBL_00477,,,,
group_6991,,hypothetical protein,2,2,1.0,1,11167,,,,156,156,156.0,,,,,INCINKBK_04622,,,,,DHFEOIJP_06137,,
group_6979,,hypothetical protein,2,2,1.0,1,11155,,,,159,159,159.0,,,,,INCINKBK_05578,,,,,DHFEOIJP_00098,,
group_6976,,hypothetical protein,2,2,1.0,1,11152,,,,159,159,159.0,,IGIKDAHF_02207,,,,,,NAIMLHBL_02049,,,,
group_6967,,hypothetical protein,2,2,1.0,1,11141,,,,162,162,162.0,,,DPGEGJOO_06143,,,,,,FBJECBCC_05571,,,
group_6957,,hypothetical protein,2,2,1.0,1,11129,,,,165,165,165.0,,,,,INCINKBK_04182,,,,,DHFEOIJP_03932,,
group_6938,,hypothetical protein,2,2,1.0,1,11110,,,,168,168,168.0,,IGIKDAHF_06288,,,,,,NAIMLHBL_06279,,,,
group_6929,,hypothetical protein,2,2,1.0,1,11100,,,,171,171,171.0,,,,,INCINKBK_00205,,,,,DHFEOIJP_02202,,
group_6926,,hypothetical protein,2,2,1.0,1,11097,,,,171,171,171.0,,IGIKDAHF_04327,,,,,,NAIMLHBL_04277,,,,
group_6912,,hypothetical protein,2,2,1.0,1,11083,,,,174,174,174.0,,,,,INCINKBK_06561,,,,,DHFEOIJP_06444,,
group_6901,,hypothetical protein,2,2,1.0,1,11072,,,,177,177,177.0,,,,,,,CEOONHHG_07030,,,,,FIDFLPKG_07451
group_6894,,hypothetical protein,2,2,1.0,1,11065,,,,177,177,177.0,,,,,INCINKBK_04607,,,,,DHFEOIJP_00209,,
group_6890,,hypothetical protein,2,2,1.0,1,11060,,,,177,177,177.0,BEOABDLH_02577,,,,,,,,,,,FIDFLPKG_02355
group_6881,,hypothetical protein,2,2,1.0,1,11051,,,,180,180,180.0,,IGIKDAHF_06511,,,,,,NAIMLHBL_06502,,,,
group_6880,,hypothetical protein,2,2,1.0,1,11050,,,,180,180,180.0,,IGIKDAHF_03482,,,,,,NAIMLHBL_03366,,,,
group_6879,,hypothetical protein,2,2,1.0,1,11049,,,,180,180,180.0,,IGIKDAHF_01434,,,,,,NAIMLHBL_01273,,,,
group_6878,,hypothetical protein,2,2,1.0,1,11048,,,,180,180,180.0,,IGIKDAHF_00113,,,,,,,,DHFEOIJP_02160,,
group_6867,,hypothetical protein,2,2,1.0,1,11037,,,,183,183,183.0,,,,,INCINKBK_01661,,,,,DHFEOIJP_01373,,
group_6861,,hypothetical protein,2,2,1.0,1,11031,,,,183,183,183.0,,IGIKDAHF_00034,,,,,,,,DHFEOIJP_05339,,
group_6860,,hypothetical protein,2,2,1.0,1,11030,,,,183,183,183.0,BEOABDLH_06146,,,,,AAIMJHFH_06389,,,,,,
group_6857,,hypothetical protein,2,2,1.0,1,11027,,,,183,183,183.0,BEOABDLH_02556,,,,,,,,,,,FIDFLPKG_02333
group_6844,,IS481 family transposase ISRel12,2,2,1.0,1,11014,,,,186,186,186.0,,,DPGEGJOO_01619,,,,,,FBJECBCC_01643,,,
group_6843,,hypothetical protein,2,2,1.0,1,11013,,,,186,186,186.0,,IGIKDAHF_06763,,,,,,NAIMLHBL_06769,,,,
group_6827,,hypothetical protein,2,2,1.0,1,10996,,,,189,189,189.0,,,,MPBMMNBG_02310,,,,NAIMLHBL_02494,,,,
group_6824,,hypothetical protein,2,2,1.0,1,10993,,,,189,189,189.0,,IGIKDAHF_01423,,,,,,NAIMLHBL_01262,,,,
group_6823,,hypothetical protein,2,2,1.0,1,10992,,,,189,189,189.0,BEOABDLH_06748,,,3_refound_64,,,,,,,,
group_6819,,hypothetical protein,2,2,1.0,1,10988,,,,189,189,189.0,BEOABDLH_00059,,,,,AAIMJHFH_00635,,,,,,
group_6811,,hypothetical protein,2,2,1.0,1,10978,,,,192,192,192.0,,,,,INCINKBK_06983,,,,,DHFEOIJP_06867,,
group_6810,,hypothetical protein,2,2,1.0,1,10977,,,,192,192,192.0,,,,,INCINKBK_06141,,,,,DHFEOIJP_06070,,
group_6804,,hypothetical protein,2,2,1.0,1,10971,,,,192,192,192.0,,IGIKDAHF_00465,,,,,,NAIMLHBL_00324,,,,
group_6803,,hypothetical protein,2,2,1.0,1,10970,,,,192,192,192.0,BEOABDLH_07650,,,,,AAIMJHFH_07909,,,,,,
group_6792,,hypothetical protein,2,2,1.0,1,10959,,,,195,195,195.0,,,,,,,,,,,EGPCAGCP_03458,FIDFLPKG_03807
group_6789,,hypothetical protein,2,2,1.0,1,10956,,,,195,195,195.0,,,,,,,CEOONHHG_05568,,,,,FIDFLPKG_06023
group_6784,,hypothetical protein,2,2,1.0,1,10950,,,,195,195,195.0,,IGIKDAHF_00472,,,,,,NAIMLHBL_00331,,,,
group_6783,,hypothetical protein,2,2,1.0,1,10949,,,,195,195,195.0,BEOABDLH_06421,,,,,,,,,,,FIDFLPKG_06568
group_6766,,hypothetical protein,2,2,1.0,1,10932,,,,198,198,198.0,,IGIKDAHF_01635,,,,,,NAIMLHBL_01476,,,,
group_6764,,IS1380 family transposase ISRsp7,2,2,1.0,1,10930,,,,198,198,198.0,,IGIKDAHF_00464,,,,,,NAIMLHBL_00323,,,,
group_6742,,hypothetical protein,2,2,1.0,1,10908,,,,201,201,201.0,,,,,INCINKBK_06024,,,,,DHFEOIJP_05934,,
group_6737,,hypothetical protein,2,2,1.0,1,10903,,,,201,201,201.0,,IGIKDAHF_03115,,,,,,NAIMLHBL_02924,,,,
group_6735,,hypothetical protein,2,2,1.0,1,10901,,,,201,201,201.0,BEOABDLH_07606,,,,,AAIMJHFH_07953,,,,,,
group_6733,,hypothetical protein,2,2,1.0,1,10899,,,,201,201,201.0,BEOABDLH_06006,,,,,,CEOONHHG_05711,,,,,
group_6732,,hypothetical protein,2,2,1.0,1,10898,,,,201,201,201.0,BEOABDLH_05998,,,,,,CEOONHHG_05703,,,,,
group_6726,,hypothetical protein,2,2,1.0,1,10890,,,,204,204,204.0,,,,,,,,,,,EGPCAGCP_00166,FIDFLPKG_00977
group_6721,,hypothetical protein,2,2,1.0,1,10884,,,,204,204,204.0,,,,,,AAIMJHFH_06254,,,,,EGPCAGCP_05934,
group_6719,,hypothetical protein,2,2,1.0,1,10882,,,,204,204,204.0,,,,,INCINKBK_04653,,,,,DHFEOIJP_06103,,
group_6713,,hypothetical protein,2,2,1.0,1,10876,,,,204,204,204.0,,,DPGEGJOO_05502,,,,,,FBJECBCC_00052,,,
group_6712,,hypothetical protein,2,2,1.0,1,10875,,,,204,204,204.0,,IGIKDAHF_04339,,,,,,NAIMLHBL_04289,,,,
group_6707,,hypothetical protein,2,2,1.0,1,10869,,,,204,204,204.0,BEOABDLH_06027,,,,,,,,,,,FIDFLPKG_06171
group_6699,,hypothetical protein,2,2,1.0,1,10860,,,,207,207,207.0,,,,,,,CEOONHHG_07027,,,,,11_refound_234
group_6688,,hypothetical protein,2,2,1.0,1,10849,,,,207,207,207.0,,,DPGEGJOO_04112,,,,,,FBJECBCC_04137,,,
group_6687,,hypothetical protein,2,2,1.0,1,10848,,,,207,207,207.0,,IGIKDAHF_06217,,,,,,NAIMLHBL_06208,,,,
group_6685,,hypothetical protein,2,2,1.0,1,10846,,,,207,207,207.0,,IGIKDAHF_01415,,MPBMMNBG_00928,,,,,,,,
group_6676,,hypothetical protein,2,2,1.0,1,10837,,,,210,210,210.0,,,,,,,CEOONHHG_05734,,,,EGPCAGCP_05956,
group_6664,,hypothetical protein,2,2,1.0,1,10825,,,,210,210,210.0,,IGIKDAHF_00391,,,,,,NAIMLHBL_00250,,,,
csp,csp,Cold shock protein 1,2,2,1.0,1,10816,,,,210,210,210.0,BEOABDLH_00051,,,,,AAIMJHFH_00643,,,,,,
group_6650,,hypothetical protein,2,2,1.0,1,10805,,,,213,213,213.0,,,DPGEGJOO_00563,,,,,,FBJECBCC_00599,,,
group_6648,,hypothetical protein,2,2,1.0,1,10803,,,,213,213,213.0,BEOABDLH_06077,,,,,,,,,,,11_refound_225
group_6638,,hypothetical protein,2,2,1.0,1,10790,,,,216,216,216.0,,,,,INCINKBK_04960,,,,,DHFEOIJP_04686,,
group_6634,,hypothetical protein,2,2,1.0,1,10785,,,,216,216,216.0,,IGIKDAHF_05648,,,,,,NAIMLHBL_05882,,,,
group_6633,,hypothetical protein,2,2,1.0,1,10784,,,,216,216,216.0,,IGIKDAHF_03701,,,,,,NAIMLHBL_03585,,,,
group_6627,,hypothetical protein,2,2,1.0,1,10776,,,,219,219,219.0,,,,,,,,,,,EGPCAGCP_00951,FIDFLPKG_01215
group_6619,,hypothetical protein,2,2,1.0,1,10768,,,,219,219,219.0,,,,MPBMMNBG_02320,,,,NAIMLHBL_02504,,,,
group_6617,,hypothetical protein,2,2,1.0,1,10766,,,,219,219,219.0,,IGIKDAHF_04324,,,,,,NAIMLHBL_04274,,,,
group_6615,,hypothetical protein,2,2,1.0,1,10764,,,,219,219,219.0,BEOABDLH_07651,,,,,AAIMJHFH_07908,,,,,,
group_6595,,hypothetical protein,2,2,1.0,1,10743,,,,222,222,222.0,,,,MPBMMNBG_02347,,,,NAIMLHBL_02531,,,,
group_6593,,hypothetical protein,2,2,1.0,1,10741,,,,222,222,222.0,,IGIKDAHF_01936,,,,,,NAIMLHBL_01778,,,,
group_6588,,hypothetical protein,2,2,1.0,1,10735,,,,222,222,222.0,BEOABDLH_00050,,,,,AAIMJHFH_00644,,,,,,
group_6583,,hypothetical protein,2,2,1.0,1,10730,,,,225,225,225.0,,,,,INCINKBK_04536,,,,,DHFEOIJP_04285,,
fis,fis,DNA-binding protein Fis,2,2,1.0,1,10729,,,,225,225,225.0,,,,,INCINKBK_02824,,,,,DHFEOIJP_02574,,
group_6580,,hypothetical protein,2,2,1.0,1,10726,,,,225,225,225.0,,IGIKDAHF_04020,,,,,,NAIMLHBL_03899,,,,
group_6579,,hypothetical protein,2,2,1.0,1,10725,,,,225,225,225.0,,IGIKDAHF_03479,,,,,,NAIMLHBL_03363,,,,
group_6566,,hypothetical protein,2,2,1.0,1,10711,,,,228,228,228.0,,,DPGEGJOO_02370,,,,,,FBJECBCC_02394,,,
group_6565,,hypothetical protein,2,2,1.0,1,10710,,,,228,228,228.0,,,DPGEGJOO_00016,,,,,,FBJECBCC_00005,,,
group_6544,,hypothetical protein,2,2,1.0,1,10688,,,,234,234,234.0,,,,,,,,,,,EGPCAGCP_00950,FIDFLPKG_01214
group_6538,,hypothetical protein,2,2,1.0,1,10682,,,,234,234,234.0,,IGIKDAHF_04529,,,,,,NAIMLHBL_04479,,,,
group_6534,,hypothetical protein,2,2,1.0,1,10678,,,,234,234,234.0,BEOABDLH_00064,,,,,AAIMJHFH_00627,,,,,,
group_6523,dnaE2_6,Error-prone DNA polymerase,2,2,1.0,1,10666,,,,237,237,237.0,,,,,INCINKBK_05591,,,,,DHFEOIJP_00110,,
group_6515,,hypothetical protein,2,2,1.0,1,10658,,,,237,237,237.0,,,DPGEGJOO_05700,,,,,,FBJECBCC_06388,,,
group_6505,,hypothetical protein,2,2,1.0,1,10646,,,,240,240,240.0,,,,,,,,,,,EGPCAGCP_00943,FIDFLPKG_01207
group_6486,,hypothetical protein,2,2,1.0,1,10625,,,,1251,1251,1251.0,,,,,INCINKBK_06398,,,,,DHFEOIJP_06273,,
group_6475,,hypothetical protein,2,2,1.0,1,10614,,,,243,243,243.0,,,,,INCINKBK_01475,,,,,DHFEOIJP_01193,,
group_6474,,hypothetical protein,2,2,1.0,1,10613,,,,243,243,243.0,,,,,INCINKBK_01206,,,,,DHFEOIJP_00924,,
group_6469,,hypothetical protein,2,2,1.0,1,10608,,,,243,243,243.0,,IGIKDAHF_00032,,,,,,,,DHFEOIJP_05341,,
group_6468,,hypothetical protein,2,2,1.0,1,10607,,,,243,243,243.0,BEOABDLH_07643,,,,,AAIMJHFH_07916,,,,,,
group_6467,,hypothetical protein,2,2,1.0,1,10605,,,,243,243,243.0,BEOABDLH_06028,,,,,,,,,,,FIDFLPKG_06172
group_6463,,hypothetical protein,2,2,1.0,1,10600,,,,246,246,246.0,,,,,,5_refound_122,,,,,EGPCAGCP_05935,
group_6462,,hypothetical protein,2,2,1.0,1,10599,,,,246,246,246.0,,,,,,,,,,,EGPCAGCP_05274,FIDFLPKG_05844
group_6456,,hypothetical protein,2,2,1.0,1,10593,,,,246,246,246.0,,1_refound_22,,,,,,NAIMLHBL_03330,,,,
group_6455,,hypothetical protein,2,2,1.0,1,10592,,,,246,246,246.0,,,,,,,CEOONHHG_06749,,,,EGPCAGCP_06558,
group_6443,,hypothetical protein,2,2,1.0,1,10579,,,,246,246,246.0,,IGIKDAHF_01337,,,,,,NAIMLHBL_01174,,,,
parD1_2,parD1_2,Antitoxin ParD1,2,2,1.0,1,10562,,,,249,249,249.0,,IGIKDAHF_06641,,,,,,NAIMLHBL_06647,,,,
group_6424,,Antitoxin VapB11,2,2,1.0,1,10559,,,,249,249,249.0,,IGIKDAHF_02075,,,,,,NAIMLHBL_01917,,,,
group_6423,,hypothetical protein,2,2,1.0,1,10558,,,,249,249,249.0,,IGIKDAHF_01311,,,,,,NAIMLHBL_01148,,,,
group_6420,,hypothetical protein,2,2,1.0,1,10553,,,,249,249,249.0,BEOABDLH_00057,,,,,AAIMJHFH_00637,,,,,,
group_6416,,hypothetical protein,2,2,1.0,1,10549,,,,252,252,252.0,,,2_refound_50,,,,,,,,EGPCAGCP_06415,
yefM,yefM,Antitoxin YefM,2,2,1.0,1,10547,,,,252,252,252.0,,,,,,,,NAIMLHBL_05894,,DHFEOIJP_05781,,
group_6407,,hypothetical protein,2,2,1.0,1,10539,,,,252,252,252.0,,IGIKDAHF_04333,,,,,,NAIMLHBL_04283,,,,
group_6406,,hypothetical protein,2,2,1.0,1,10538,,,,252,252,252.0,,IGIKDAHF_01503,,,,,,NAIMLHBL_01342,,,,
group_6385,,hypothetical protein,2,2,1.0,1,10516,,,,255,255,255.0,,,,MPBMMNBG_02303,,,,NAIMLHBL_02487,,,,
group_6378,,hypothetical protein,2,2,1.0,1,10509,,,,258,258,258.0,,,,,,,,,,,EGPCAGCP_00923,FIDFLPKG_01187
group_6376,,hypothetical protein,2,2,1.0,1,10507,,,,258,258,258.0,,,,,,,CEOONHHG_05555,,,,,FIDFLPKG_06010
group_6370,,hypothetical protein,2,2,1.0,1,10501,,,,258,258,258.0,,,,,INCINKBK_04525,,,,,9_refound_194,,
group_6369,,hypothetical protein,2,2,1.0,1,10500,,,,258,258,258.0,,,,,INCINKBK_02690,,,,,,,FIDFLPKG_06382
group_6366,,hypothetical protein,2,2,1.0,1,10497,,,,258,258,258.0,,,,,INCINKBK_00361,,,,,DHFEOIJP_04394,,
group_6365,,hypothetical protein,2,2,1.0,1,10496,,,,258,258,258.0,,,,MPBMMNBG_02302,,,,NAIMLHBL_02486,,,,
group_6364,,hypothetical protein,2,2,1.0,1,10495,,,,258,258,258.0,,IGIKDAHF_05347,,,,,,NAIMLHBL_04652,,,,
group_6363,,hypothetical protein,2,2,1.0,1,10494,,,,258,258,258.0,,IGIKDAHF_04269,,,,,,NAIMLHBL_04219,,,,
group_6361,,hypothetical protein,2,2,1.0,1,10492,,,,258,258,258.0,BEOABDLH_07602,,,,,AAIMJHFH_07957,,,,,,
group_6349,,hypothetical protein,2,2,1.0,1,10480,,,,261,261,261.0,,,,,INCINKBK_00969,,,,,DHFEOIJP_00699,,
group_6348,,hypothetical protein,2,2,1.0,1,10479,,,,261,261,261.0,,,DPGEGJOO_06423,,,,,,FBJECBCC_05852,,,
group_6345,,hypothetical protein,2,2,1.0,1,10476,,,,261,261,261.0,BEOABDLH_07607,,,,,AAIMJHFH_07952,,,,,,
group_6328,,hypothetical protein,2,2,1.0,1,10456,,,,264,264,264.0,,,DPGEGJOO_02368,,,,,,FBJECBCC_02392,,,
group_6327,,hypothetical protein,2,2,1.0,1,10455,,,,264,264,264.0,BEOABDLH_07625,,,,,AAIMJHFH_07934,,,,,,
group_6323,,hypothetical protein,2,2,1.0,1,10451,,,,267,267,267.0,,,,,,,,,,,EGPCAGCP_05271,FIDFLPKG_05841
group_6321,,IS3 family transposase ISRle5,2,2,1.0,1,10449,,,,267,267,267.0,,,,,,,,,,,EGPCAGCP_00908,FIDFLPKG_01172
group_6308,,hypothetical protein,2,2,1.0,1,10436,,,,267,267,267.0,,,DPGEGJOO_04889,,,,,,FBJECBCC_04914,,,
group_6281,,hypothetical protein,2,2,1.0,1,10407,,,,273,273,273.0,,IGIKDAHF_04322,,,,,,NAIMLHBL_04272,,,,
group_6270,,hypothetical protein,2,2,1.0,1,10396,,,,276,276,276.0,,,DPGEGJOO_02374,,,,,,FBJECBCC_02398,,,
group_6260,,hypothetical protein,2,2,1.0,1,10385,,,,279,279,279.0,,,,,INCINKBK_04624,,,,,DHFEOIJP_06135,,
group_6259,,hypothetical protein,2,2,1.0,1,10384,,,,279,279,279.0,,,,,INCINKBK_03009,,,,,DHFEOIJP_02761,,
group_6253,,hypothetical protein,2,2,1.0,1,10377,,,,279,279,279.0,,IGIKDAHF_02421,,,,,,NAIMLHBL_02173,,,,
group_6251,,hypothetical protein,2,2,1.0,1,10375,,,,279,279,279.0,,IGIKDAHF_01687,,,,,,NAIMLHBL_01530,,,,
group_6243,,hypothetical protein,2,2,1.0,1,10363,,,,282,282,282.0,,,,,4_refound_98,,CEOONHHG_03618,,,,,
group_6234,,hypothetical protein,2,2,1.0,1,10353,,,,282,282,282.0,,IGIKDAHF_04334,,,,,,NAIMLHBL_04284,,,,
group_6220,,hypothetical protein,2,2,1.0,1,10339,,,,285,285,285.0,,,DPGEGJOO_00024,,,,,,FBJECBCC_00013,,,
group_6213,,hypothetical protein,2,2,1.0,1,10332,,,,285,285,285.0,BEOABDLH_00043,,,,,AAIMJHFH_00651,,,,,,
group_6210,,hypothetical protein,2,2,1.0,1,10329,,,,288,288,288.0,,,,3_refound_74,,,,,,DHFEOIJP_05511,,
group_6204,,hypothetical protein,2,2,1.0,1,10323,,,,288,288,288.0,,,,,INCINKBK_04683,,,,,DHFEOIJP_04414,,
group_6202,csoR,Copper-sensing transcriptional repressor CsoR,2,2,1.0,1,10321,,,,288,288,288.0,,,,,INCINKBK_01035,,,,,DHFEOIJP_00763,,
group_6179,,hypothetical protein,2,2,1.0,1,10298,,,,291,291,291.0,,,DPGEGJOO_06141,,,,,,FBJECBCC_05569,,,
group_6178,,hypothetical protein,2,2,1.0,1,10297,,,,291,291,291.0,,,DPGEGJOO_06094,,,,,,FBJECBCC_05522,,,
group_6175,,hypothetical protein,2,2,1.0,1,10294,,,,291,291,291.0,,IGIKDAHF_03529,,,,,,7_refound_146,,,,
group_6174,,hypothetical protein,2,2,1.0,1,10293,,,,291,291,291.0,,IGIKDAHF_00389,,,,,,NAIMLHBL_00248,,,,
group_6173,,hypothetical protein,2,2,1.0,1,10292,,,,291,291,291.0,BEOABDLH_07656,,,,,AAIMJHFH_07903,,,,,,
group_6171,,hypothetical protein,2,2,1.0,1,10290,,,,291,291,291.0,BEOABDLH_06005,,,,,,CEOONHHG_05710,,,,,
group_6163,,hypothetical protein,2,2,1.0,1,10282,,,,294,294,294.0,,,,,INCINKBK_04673,,,,,DHFEOIJP_04405,,
group_6160,,hypothetical protein,2,2,1.0,1,10279,,,,294,294,294.0,,IGIKDAHF_00237,,,,,,NAIMLHBL_00096,,,,
group_6143,,hypothetical protein,2,2,1.0,1,10261,,,,297,297,297.0,,,DPGEGJOO_01226,,,,,,FBJECBCC_01263,,,
group_6141,,hypothetical protein,2,2,1.0,1,10259,,,,297,297,297.0,BEOABDLH_05523,,,,,AAIMJHFH_08054,,,,,,
group_6135,,hypothetical protein,2,2,1.0,1,10252,,,,525,525,525.0,,,,MPBMMNBG_07000,,,,,,DHFEOIJP_06826,,
group_6130,,hypothetical protein,2,2,1.0,1,10246,,,,300,300,300.0,,,,,INCINKBK_00771,,,,,DHFEOIJP_00498,,
group_6129,,hypothetical protein,2,2,1.0,1,10243,,,,300,300,300.0,,,DPGEGJOO_06142,,,,,,FBJECBCC_05570,,,
group_6127,,hypothetical protein,2,2,1.0,1,10241,,,,300,300,300.0,,,DPGEGJOO_05503,,,,,,FBJECBCC_00053,,,
group_6120,,hypothetical protein,2,2,1.0,1,10234,,,,300,300,300.0,BEOABDLH_05505,,,,,AAIMJHFH_08072,,,,,,
group_6107,,hypothetical protein,2,2,1.0,1,10220,,,,303,303,303.0,,,,,INCINKBK_01019,,,,,DHFEOIJP_00748,,
group_6103,,hypothetical protein,2,2,1.0,1,10216,,,,303,303,303.0,BEOABDLH_05507,,,,,AAIMJHFH_08070,,,,,,
group_6101,,hypothetical protein,2,2,1.0,1,10213,,,,303,303,303.0,BEOABDLH_00066,,,,,AAIMJHFH_00623,,,,,,
group_6099,,hypothetical protein,2,2,1.0,1,10210,,,,306,306,306.0,,,,,,,,,,,EGPCAGCP_05273,FIDFLPKG_05843
ttuE_1,ttuE_1,Pyruvate kinase,2,2,1.0,1,10208,,,,306,306,306.0,,,,,,,CEOONHHG_01022,,,,,FIDFLPKG_01368
